account_cd,account_nm,list_nm,list_no
A,직 원,09.03월 이전,SG001
A21,직 원_일반직,09.03월 이전,SG001
A22,직 원_별정직,09.03월 이전,SG001
A23,직 원_계약직,09.03월 이전,SG001
A3,총임직원,09.03월 이전,SG001
A4,운용전문인력,09.03월 이전,SG001
A,임 원,09.06월 이후,SG201
A1,임 원_등기,09.06월 이후,SG201
A2,임 원_비등기,09.06월 이후,SG201
A3,임 원_감사,09.06월 이후,SG201
B,직 원,09.06월 이후,SG201
C,총임직원,09.06월 이후,SG201
D,운용전문인력,09.06월 이후,SG201
A1,유동자산,07.03월 이전,SG002
A11,현금 및 예치금,07.03월 이전,SG002
A12,단기유가증권,07.03월 이전,SG002
A13,대출채권,07.03월 이전,SG002
A14,기타유동자산,07.03월 이전,SG002
A2,고정자산,07.03월 이전,SG002
A21,장기유가증권,07.03월 이전,SG002
A22,투자자산,07.03월 이전,SG002
A23,유형자산,07.03월 이전,SG002
A24,기타고정자산,07.03월 이전,SG002
A,자산총계,07.03월 이전,SG002
B11,유동부채,07.03월 이전,SG002
B12,고정부채,07.03월 이전,SG002
B1,부채총계,07.03월 이전,SG002
B21,자본금,07.03월 이전,SG002
B22,자본잉여금,07.03월 이전,SG002
B23,이익잉여금,07.03월 이전,SG002
B24,자본조정,07.03월 이전,SG002
B2,자본총계,07.03월 이전,SG002
B,부채 및 자본총계,07.03월 이전,SG002
A,영업수익,07.03월 이전,SG003
A1,투자신탁위탁자보수,07.03월 이전,SG003
A9,투자회사운용수수료수익,07.03월 이전,SG003
A2,수수료수익,07.03월 이전,SG003
A3,수익증권이익분배금,07.03월 이전,SG003
A4,이자수익,07.03월 이전,SG003
A5,배당금수익,07.03월 이전,SG003
A6,단기매매증권매매이익,07.03월 이전,SG003
A7,단기매매증권평가이익,07.03월 이전,SG003
A10,양도성예금증서처분이익,07.03월 이전,SG003
A8,기타영업수익,07.03월 이전,SG003
B,영업비용,07.03월 이전,SG003
B1,수수료비용,07.03월 이전,SG003
B2,이자비용,07.03월 이전,SG003
B3,신탁업무운용손실,07.03월 이전,SG003
B4,단기매매증권매매손실,07.03월 이전,SG003
B5,단기매매증권평가손실,07.03월 이전,SG003
B7,양도성예금증서처분손실,07.03월 이전,SG003
B6,판매비와관리비,07.03월 이전,SG003
C,영업이익(영업손실),07.03월 이전,SG003
D,영업외수익,07.03월 이전,SG003
E,영업외비용,07.03월 이전,SG003
F,경상이익(경상손실),07.03월 이전,SG003
G,특별이익,07.03월 이전,SG003
H,특별손실,07.03월 이전,SG003
I,법인세비용차감전순이익(손실),07.03월 이전,SG003
J,법인세비용,07.03월 이전,SG003
K,당기순이익(당기순손실),07.03월 이전,SG003
A1,현금및예치금,07.06월 이후,SG102
A2,현금및예치금_현금 및 현금성 자산,07.06월 이후,SG102
A3,현금및예치금_예치금,07.06월 이후,SG102
A4,유가증권,07.06월 이후,SG102
A5,유가증권_단기매매증권,07.06월 이후,SG102
A6,유가증권_매도가능증권,07.06월 이후,SG102
A7,유가증권_만기보유증권,07.06월 이후,SG102
A8,유가증권_지분법적용투자주식,07.06월 이후,SG102
A9,대출채권,07.06월 이후,SG102
A10,유형자산,07.06월 이후,SG102
A11,기타자산,07.06월 이후,SG102
A12,자산총계,07.06월 이후,SG102
A13,예수부채,07.06월 이후,SG102
A14,차입부채,07.06월 이후,SG102
A15,기타부채,07.06월 이후,SG102
A16,부채총계,07.06월 이후,SG102
A17,자본금,07.06월 이후,SG102
A18,자본잉여금,07.06월 이후,SG102
A19,이익잉여금,07.06월 이후,SG102
A20,자본조정,07.06월 이후,SG102
A21,기타포괄손익누계액,07.06월 이후,SG102
A22,자본총계,07.06월 이후,SG102
A1,영업수익,07.06월 이후,SG103
A2,운용보수,07.06월 이후,SG103
A3,운용보수_투자신탁위탁자보수,07.06월 이후,SG103
A4,운용보수_투자회사운용수수료수익,07.06월 이후,SG103
A5,수수료수익,07.06월 이후,SG103
A6,유가증권 평가 및 처분이익,07.06월 이후,SG103
A7,외환거래이익,07.06월 이후,SG103
A8,수익증권이익분배금,07.06월 이후,SG103
A9,이자수익,07.06월 이후,SG103
A10,배당금수익,07.06월 이후,SG103
A11,기타 영업수익,07.06월 이후,SG103
A12,영업비용,07.06월 이후,SG103
A13,수수료비용,07.06월 이후,SG103
A14,유가증권 평가 및 처분손실,07.06월 이후,SG103
A15,외환거래 손실,07.06월 이후,SG103
A16,이자비용,07.06월 이후,SG103
A17,판매비와관리비,07.06월 이후,SG103
A18,기타 영업비용,07.06월 이후,SG103
A19,영업이익,07.06월 이후,SG103
A20,영업외수익,07.06월 이후,SG103
A21,영업외비용,07.06월 이후,SG103
A22,법인세비용차감전계속사업이익,07.06월 이후,SG103
A23,계속사업손익법인세비용,07.06월 이후,SG103
A24,계속사업이익,07.06월 이후,SG103
A25,중단사업이익,07.06월 이후,SG103
A26,당기순이익,07.06월 이후,SG103
A1,현금 및 예치금,09.06월 이후,SG202
A11,현금 및 예치금_현금 및 현금성자산,09.06월 이후,SG202
A12,현금 및 예치금_예치금,09.06월 이후,SG202
A2,유가증권,09.06월 이후,SG202
A21,유가증권_단기매매증권,09.06월 이후,SG202
A22,유가증권_매도가능증권,09.06월 이후,SG202
A23,유가증권_만기보유증권,09.06월 이후,SG202
A24,유가증권_지분법적용투자주식,09.06월 이후,SG202
A25,유가증권_파생결합증권,09.06월 이후,SG202
A3,파생상품,09.06월 이후,SG202
A4,대출채권,09.06월 이후,SG202
A5,유형자산,09.06월 이후,SG202
A6,기타자산,09.06월 이후,SG202
A,자산총계,09.06월 이후,SG202
B1,예수부채,09.06월 이후,SG202
B2,차입부채,09.06월 이후,SG202
B3,기타부채,09.06월 이후,SG202
B,부채총계,09.06월 이후,SG202
C1,자본금,09.06월 이후,SG202
C2,자본잉여금,09.06월 이후,SG202
C3,자본조정,09.06월 이후,SG202
C4,기타포괄손익누계액,09.06월 이후,SG202
C5,이익잉여금,09.06월 이후,SG202
C,자본총계,09.06월 이후,SG202
A,영업수익,09.06월 이후,SG203
A1,수수료수익,09.06월 이후,SG203
A2,유가증권평가·처분이익,09.06월 이후,SG203
A3,파생상품거래이익,09.06월 이후,SG203
A4,이자수익,09.06월 이후,SG203
A5,기타의 영업수익,09.06월 이후,SG203
B,영업비용,09.06월 이후,SG203
B1,수수료비용,09.06월 이후,SG203
B2,유가증권평가·처분손실,09.06월 이후,SG203
B3,파생상품거래손실,09.06월 이후,SG203
B4,이자비용,09.06월 이후,SG203
B5,판매비와 관리비,09.06월 이후,SG203
B6,기타의 영업비용,09.06월 이후,SG203
C,영업이익,09.06월 이후,SG203
D,법인세비용차감전순이익,09.06월 이후,SG203
E,당기순이익,09.06월 이후,SG203
A1,단순자기자본비율,자본적정성 및 유동성(09.03월 이전),SG004
A2,유동비율,자본적정성 및 유동성(09.03월 이전),SG004
A1,총자산순이익률(ROA),09.03월 이전,SG005
A2,경비보상비율,09.03월 이전,SG005
A,당기순이익(A),09.06월 이후,SG205
B,(평잔)총자산(B),09.06월 이후,SG205
C,총자산순이익률(A/B×100),09.06월 이후,SG205
A,유동자산,유동성(09.06월 이후),SG206
B,유동부채,유동성(09.06월 이후),SG206
C,유동비율,유동성(09.06월 이후),SG206
A,자기자본,자본적정성(09.06월 이후),SG207
B,조정총자산,자본적정성(09.06월 이후),SG207
C,자기자본비율,자본적정성(09.06월 이후),SG207
A,임직원수,09.03월 이전,SX001
A1,임직원수_임원,09.03월 이전,SX001
A2,임직원수_직원,09.03월 이전,SX001
B,투자자문전문인력수,09.03월 이전,SX001
B1,투자자문전문인력수_임원,09.03월 이전,SX001
B2,투자자문전문인력수_직원,09.03월 이전,SX001
C,자본금,09.03월 이전,SX001
A,임 원,09.06월 이후,SX201
A1,임 원_등기,09.06월 이후,SX201
A2,임 원_비등기,09.06월 이후,SX201
A3,임 원_감사,09.06월 이후,SX201
B,직 원,09.06월 이후,SX201
C,총임직원,09.06월 이후,SX201
D,운용전문인력,09.06월 이후,SX201
A,자산총계,07.03월 이전,SX002
A1,유동자산,07.03월 이전,SX002
A11,유동자산_현금과 예금,07.03월 이전,SX002
A12,유동자산_예치금,07.03월 이전,SX002
A13,유동자산_단기유가증권,07.03월 이전,SX002
A14,유동자산_신종증권,07.03월 이전,SX002
A15,유동자산_매수옵션,07.03월 이전,SX002
A16,유동자산_기타유동자산,07.03월 이전,SX002
A2,고정자산,07.03월 이전,SX002
A21,고정자산_장기유가증권,07.03월 이전,SX002
A22,고정자산_투자자산,07.03월 이전,SX002
A23,고정자산_유형자산,07.03월 이전,SX002
A24,고정자산_기타고정자산,07.03월 이전,SX002
B,부채총계,07.03월 이전,SX002
B1,유동부채,07.03월 이전,SX002
B11,유동부채_단기차입금,07.03월 이전,SX002
B12,유동부채_매도유가증권,07.03월 이전,SX002
B13,유동부채_매도옵션,07.03월 이전,SX002
B14,유동부채_기타유동부채,07.03월 이전,SX002
B2,고정부채,07.03월 이전,SX002
B21,고정부채_사채,07.03월 이전,SX002
B22,고정부채_장기차입금,07.03월 이전,SX002
B23,고정부채_이연법인세대,07.03월 이전,SX002
B24,고정부채_퇴직급여충당금,07.03월 이전,SX002
B25,고정부채_기타고정부채,07.03월 이전,SX002
C,자본총계,07.03월 이전,SX002
C1,자본금,07.03월 이전,SX002
C2,신주청약증거금,07.03월 이전,SX002
C3,자본잉여금,07.03월 이전,SX002
C4,이익잉여금,07.03월 이전,SX002
C5,자본조정,07.03월 이전,SX002
D,부채와자본총계,07.03월 이전,SX002
A1,영업수익,07.03월 이전,SX003
A11,수수료수익,07.03월 이전,SX003
A12,이자수익,07.03월 이전,SX003
A13,배당금수익,07.03월 이전,SX003
A14,분배금수익,07.03월 이전,SX003
A15,단기매매증권매매이익,07.03월 이전,SX003
A16,단기매매증권평가이익,07.03월 이전,SX003
A17,신종증권거래이익,07.03월 이전,SX003
A18,매도유가증권평가이익,07.03월 이전,SX003
A19,파생상품거래이익,07.03월 이전,SX003
A1A,기타영업수익,07.03월 이전,SX003
A2,영업비용,07.03월 이전,SX003
A21,수수료비용,07.03월 이전,SX003
A22,이자비용,07.03월 이전,SX003
A23,단기매매증권매매손실,07.03월 이전,SX003
A24,단기매매증권평가손실,07.03월 이전,SX003
A25,신종증권거래손실,07.03월 이전,SX003
A26,매도유가증권평가손실,07.03월 이전,SX003
A27,파생금융상품거래손실,07.03월 이전,SX003
A28,일반관리비,07.03월 이전,SX003
A3,영업이익(손실),07.03월 이전,SX003
A9,법인세차감전순이익(순손실),07.03월 이전,SX003
AA,법인세비용,07.03월 이전,SX003
B1,당기순이익(순손실),07.03월 이전,SX003
A1,현금 및 예치금,07.06월 이후,SX102
A2,현금 및 예치금_현금 및 예금,07.06월 이후,SX102
A3,현금 및 예치금_예치금,07.06월 이후,SX102
A4,유가증권,07.06월 이후,SX102
A5,유가증권_단기매매증권,07.06월 이후,SX102
A6,유가증권_매도가능증권,07.06월 이후,SX102
A7,유가증권_만기보유증권,07.06월 이후,SX102
A8,유가증권_지분법적용투자주식,07.06월 이후,SX102
A9,대출채권,07.06월 이후,SX102
A10,유형자산,07.06월 이후,SX102
A11,기타자산,07.06월 이후,SX102
A12,자산총계,07.06월 이후,SX102
A13,예수부채,07.06월 이후,SX102
A14,차입부채,07.06월 이후,SX102
A15,기타부채,07.06월 이후,SX102
A16,부채총계,07.06월 이후,SX102
A17,자본금,07.06월 이후,SX102
A18,자본잉여금,07.06월 이후,SX102
A19,이익잉여금,07.06월 이후,SX102
A20,자본조정,07.06월 이후,SX102
A21,기타포괄손익누계액,07.06월 이후,SX102
A22,자본총계,07.06월 이후,SX102
A1,영업수익,07.06월 이후,SX103
A2,수수료수익,07.06월 이후,SX103
A3,수수료수익_투자자문수수료,07.06월 이후,SX103
A4,수수료수익_투자일임수수료,07.06월 이후,SX103
A5,수수료수익_기타,07.06월 이후,SX103
A6,이자수익,07.06월 이후,SX103
A7,배당금수익,07.06월 이후,SX103
A8,분배금수익,07.06월 이후,SX103
A9,유가증권 관련 이익,07.06월 이후,SX103
A10,파생상품 관련 이익,07.06월 이후,SX103
A11,외환거래이익,07.06월 이후,SX103
A12,기타영업수익,07.06월 이후,SX103
A13,영업비용,07.06월 이후,SX103
A14,수수료비용,07.06월 이후,SX103
A15,이자비용,07.06월 이후,SX103
A16,유가증권 관련 손실,07.06월 이후,SX103
A17,파생상품 관련 손실,07.06월 이후,SX103
A18,외화거래 손실,07.06월 이후,SX103
A19,판매비와관리비,07.06월 이후,SX103
A20,기타영업비용,07.06월 이후,SX103
A21,영업이익,07.06월 이후,SX103
A22,영업외수익,07.06월 이후,SX103
A23,영업외비용,07.06월 이후,SX103
A24,법인세비용차감전계속사업이익,07.06월 이후,SX103
A25,계속사업손익법인세비용,07.06월 이후,SX103
A26,중단사업손익,07.06월 이후,SX103
A27,당기순이익,07.06월 이후,SX103
A1,현금 및 예치금,09.06월 이후,SX202
A11,현금 및 예치금_현금 및 현금성자산,09.06월 이후,SX202
A12,현금 및 예치금_예치금,09.06월 이후,SX202
A2,유가증권,09.06월 이후,SX202
A21,유가증권_단기매매증권,09.06월 이후,SX202
A22,유가증권_매도가능증권,09.06월 이후,SX202
A23,유가증권_만기보유증권,09.06월 이후,SX202
A24,유가증권_지분법적용투자주식,09.06월 이후,SX202
A25,유가증권_파생결합증권,09.06월 이후,SX202
A3,파생상품,09.06월 이후,SX202
A4,대출채권,09.06월 이후,SX202
A5,유형자산,09.06월 이후,SX202
A6,기타자산,09.06월 이후,SX202
A,자산총계,09.06월 이후,SX202
B1,예수부채,09.06월 이후,SX202
B2,차입부채,09.06월 이후,SX202
B3,기타부채,09.06월 이후,SX202
B,부채총계,09.06월 이후,SX202
C1,자본금,09.06월 이후,SX202
C2,자본잉여금,09.06월 이후,SX202
C3,자본조정,09.06월 이후,SX202
C4,기타포괄손익누계액,09.06월 이후,SX202
C5,이익잉여금,09.06월 이후,SX202
C,자본총계,09.06월 이후,SX202
A,영업수익,09.06월 이후,SX203
A1,수수료수익,09.06월 이후,SX203
A2,유가증권평가·처분이익,09.06월 이후,SX203
A3,파생상품거래이익,09.06월 이후,SX203
A4,이자수익,09.06월 이후,SX203
A5,기타의 영업수익,09.06월 이후,SX203
B,영업비용,09.06월 이후,SX203
B1,수수료비용,09.06월 이후,SX203
B2,유가증권평가·처분손실,09.06월 이후,SX203
B3,파생상품거래손실,09.06월 이후,SX203
B4,이자비용,09.06월 이후,SX203
B5,판매비와 관리비,09.06월 이후,SX203
B6,기타의 영업비용,09.06월 이후,SX203
C,영업이익,09.06월 이후,SX203
D,법인세비용차감전순이익,09.06월 이후,SX203
E,당기순이익,09.06월 이후,SX203
A1,임 원,임직원현황,SD001
A11,임 원_상임,임직원현황,SD001
A12,임 원_사외이사,임직원현황,SD001
A2,직 원,임직원현황,SD001
A21,직 원_부장,임직원현황,SD001
A22,직 원_사원,임직원현황,SD001
A23,직 원_(기타직원),임직원현황,SD001
A,총임직원,임직원현황,SD001
B,직원외 인원,임직원현황,SD001
A1,본점,영업점포현황,SD002
A2,국내지점,영업점포현황,SD002
A3,해외지점,영업점포현황,SD002
A4,사무소,영업점포현황,SD002
A,합계,영업점포현황,SD002
A1,현금 및 예치금,11.03월 이전,SD003
A11,현금 및 예치금_현금,11.03월 이전,SD003
A12,현금 및 예치금_당좌예금,11.03월 이전,SD003
A13,현금 및 예치금_정기예금,11.03월 이전,SD003
A14,현금 및 예치금_양도성예금증서,11.03월 이전,SD003
A15,현금 및 예치금_특정금전신탁,11.03월 이전,SD003
A16,현금 및 예치금_기타원화예치금,11.03월 이전,SD003
A17,현금 및 예치금_외화타점예치금,11.03월 이전,SD003
A18,현금 및 예치금_외화정기예치금,11.03월 이전,SD003
A19,현금 및 예치금_역외외화예치금,11.03월 이전,SD003
A4,유가증권,11.03월 이전,SD003
A43,유가증권_단기매매증권,11.03월 이전,SD003
A44,유가증권_매도가능증권,11.03월 이전,SD003
A45,유가증권_만기보유증권,11.03월 이전,SD003
A46,유가증권_지분법적용투자주식,11.03월 이전,SD003
A2,대출채권,11.03월 이전,SD003
A21,대출채권_콜론,11.03월 이전,SD003
A22,대출채권_대출금,11.03월 이전,SD003
A23,대출채권_할인 및 매입어음,11.03월 이전,SD003
A24,대출채권_지급보증대지급금,11.03월 이전,SD003
A25,대출채권_환매조건부채권매수,11.03월 이전,SD003
A26,대출채권_내국수입유산스,11.03월 이전,SD003
A27,대출채권_기일경과어음,11.03월 이전,SD003
A28,대출채권_관리어음,11.03월 이전,SD003
A29,대출채권_사모사채,11.03월 이전,SD003
A2A,대출채권_매입외환,11.03월 이전,SD003
A3,어음관리계좌자산,11.03월 이전,SD003
A31,어음관리계좌자산_(대손충당금),11.03월 이전,SD003
A32,어음관리계좌자산_(현재가치할인차금),11.03월 이전,SD003
A33,어음관리계좌자산_예치금,11.03월 이전,SD003
A34,어음관리계좌자산_할인 및 매입어음,11.03월 이전,SD003
A35,어음관리계좌자산_국공채,11.03월 이전,SD003
A36,어음관리계좌자산_회사채,11.03월 이전,SD003
A37,어음관리계좌자산_기타유가증권,11.03월 이전,SD003
A6,리스자산,11.03월 이전,SD003
A61,리스자산_금융리스채권,11.03월 이전,SD003
A62,리스자산_해지금융리스채권,11.03월 이전,SD003
A63,리스자산_해지금융리스자산,11.03월 이전,SD003
A64,리스자산_운용리스자산,11.03월 이전,SD003
A65,리스자산_선급리스자산,11.03월 이전,SD003
A72,유형자산,11.03월 이전,SD003
A8,기타자산,11.03월 이전,SD003
A81,기타자산_보증금,11.03월 이전,SD003
A82,기타자산_미수금,11.03월 이전,SD003
A83,기타자산_미수수익,11.03월 이전,SD003
A84,기타자산_선급금,11.03월 이전,SD003
A85,기타자산_선급비용,11.03월 이전,SD003
A86,기타자산_가지급금,11.03월 이전,SD003
A87,기타자산_종업원대여금,11.03월 이전,SD003
A88,기타자산_단체퇴직보험예치금,11.03월 이전,SD003
A89,기타자산_이연법인세자산,11.03월 이전,SD003
A8A,기타자산_외화환산차,11.03월 이전,SD003
A71,고정자산_투자자산,11.03월 이전,SD003
A73,유형자산_무형자산,11.03월 이전,SD003
A74,유형자산_비업무용자산,11.03월 이전,SD003
A75,유형자산_기타고정자산,11.03월 이전,SD003
A9,선물 및 파생상품거래,11.03월 이전,SD003
A91,선물 및 파생상품거래_선물환거래차,11.03월 이전,SD003
A92,선물 및 파생상품거래_파생금융상품평가조정,11.03월 이전,SD003
A93,선물 및 파생상품거래_옵션자금프리미엄,11.03월 이전,SD003
A,자산총계,11.03월 이전,SD003
A11,예수부채,11.03월 이전,SD004
A111,예수부채_발행어음예수금,11.03월 이전,SD004
A112,예수부채_표지어음예수금,11.03월 이전,SD004
A113,예수부채_어음관리계좌수탁금,11.03월 이전,SD004
A16,차입부채,11.03월 이전,SD004
A12,차입부채_차입금,11.03월 이전,SD004
A121,차입부채_차입금_콜머니,11.03월 이전,SD004
A122,차입부채_차입금_환매조건부채권매도,11.03월 이전,SD004
A123,차입부채_차입금_일반차입금,11.03월 이전,SD004
A124,차입부채_차입금_예금증서 등,11.03월 이전,SD004
A125,차입부채_차입금_기타차입금,11.03월 이전,SD004
A13,차입부채_사채,11.03월 이전,SD004
A132,차입부채_사채_사채,11.03월 이전,SD004
A1321,차입부채_사채_사채할인발행차금,11.03월 이전,SD004
A133,차입부채_사채_전환사채,11.03월 이전,SD004
A134,차입부채_사채_신주인수권부사채,11.03월 이전,SD004
A135,차입부채_사채_교환사채,11.03월 이전,SD004
A14,기타부채,11.03월 이전,SD004
A141,기타부채_퇴직급여충당금,11.03월 이전,SD004
A142,기타부채_단체퇴직급여충당금,11.03월 이전,SD004
A143,기타부채_지급보증충당금,11.03월 이전,SD004
A144,기타부채_예수금,11.03월 이전,SD004
A145,기타부채_선수수익,11.03월 이전,SD004
A146,기타부채_수입보증금,11.03월 이전,SD004
A147,기타부채_가수금,11.03월 이전,SD004
A148,기타부채_선수금,11.03월 이전,SD004
A149,기타부채_미지급금,11.03월 이전,SD004
A14A,기타부채_미지급비용,11.03월 이전,SD004
A14B,기타부채_미지급법인세,11.03월 이전,SD004
A14C,기타부채_미지급배당금,11.03월 이전,SD004
A14D,기타부채_이연법인세부채,11.03월 이전,SD004
A14E,기타부채_외화환산대,11.03월 이전,SD004
A15,기타부채_선물환 및 파생상품거래,11.03월 이전,SD004
A151,기타부채_선물환 및 파생상품거래_선물환거래대,11.03월 이전,SD004
A152,기타부채_선물환 및 파생상품거래_파생금융상품평가조정,11.03월 이전,SD004
A153,기타부채_선물환 및 파생상품거래_옵션수입프리미엄,11.03월 이전,SD004
A17,기타부채_기타,11.03월 이전,SD004
A1,부채총계,11.03월 이전,SD004
A21,자본금,11.03월 이전,SD004
A211,자본금_보통주자본금,11.03월 이전,SD004
A212,자본금_우선주자본금,11.03월 이전,SD004
A22,자본잉여금,11.03월 이전,SD004
A221,자본잉여금_주식발행초과금,11.03월 이전,SD004
A222,자본잉여금_감자차익,11.03월 이전,SD004
A223,자본잉여금_기타자본잉여금,11.03월 이전,SD004
A24,자본조정,11.03월 이전,SD004
A241,자본조정_주식할인발행차금,11.03월 이전,SD004
A242,자본조정_자기주식,11.03월 이전,SD004
A243,자본조정_미교부주식배당금,11.03월 이전,SD004
A25,기타포괄손익누계액,11.03월 이전,SD004
A251,기타포괄손익누계액_매도가능증권평가이익(손실),11.03월 이전,SD004
A252,기타포괄손익누계액_지분법자본변동(부의지분법자본변동),11.03월 이전,SD004
A253,기타포괄손익누계액_해외사업환산이익(손실),11.03월 이전,SD004
A254,기타포괄손익누계액_현금흐름위험회피 파생상품평가이익(손실),11.03월 이전,SD004
A23,이익잉여금,11.03월 이전,SD004
A231,이익잉여금_이익준비금,11.03월 이전,SD004
A232,이익잉여금_기업합리화적립금,11.03월 이전,SD004
A233,이익잉여금_기타법정적립금,11.03월 이전,SD004
A234,이익잉여금_임의적립금,11.03월 이전,SD004
A235,이익잉여금_미처분이익잉여금(미처리결손금),11.03월 이전,SD004
A2,자본총계,11.03월 이전,SD004
A,부채 및 자본총계,11.03월 이전,SD004
A,담보배서어음매출,각주사항,SD005
B,무담보배서어음매출,각주사항,SD005
C,수익증권매각액,각주사항,SD005
D,대손상각채권,각주사항,SD005
E,확정지급보증,각주사항,SD005
F,미확정지급보증,각주사항,SD005
G,미지급자산재평가세,각주사항,SD005
P,파생상품거래,각주사항,SD005
Q,파생상품거래_이자율관련거래,각주사항,SD005
R,파생상품거래_통화관련거래,각주사항,SD005
S,파생상품거래_주식관련거래,각주사항,SD005
T,파생상품거래_신용파생관련거래,각주사항,SD005
U,파생상품거래_기타,각주사항,SD005
N,차익거래차입유가증권,각주사항,SD005
O,차익거래대여유가증권,각주사항,SD005
A1,조달_단기금융,주요자금조달및운용,SD006
A11,조달_단기금융_발행어음,주요자금조달및운용,SD006
A12,조달_단기금융_CMA수탁금,주요자금조달및운용,SD006
A13,조달_단기금융_표지어음,주요자금조달및운용,SD006
A2,조달_단기차입금,주요자금조달및운용,SD006
A21,조달_단기차입금_원화차입금,주요자금조달및운용,SD006
A22,조달_단기차입금_외화차입금(역내),주요자금조달및운용,SD006
A23,조달_단기차입금_외화차입금(역외),주요자금조달및운용,SD006
A3,조달_중장기자금,주요자금조달및운용,SD006
A31,조달_중장기자금_사채 및 예금증서,주요자금조달및운용,SD006
A32,조달_중장기자금_중장기원화차입금,주요자금조달및운용,SD006
A33,조달_중장기자금_중장기외화차입금,주요자금조달및운용,SD006
A4,조달_자본금 및 제적립금,주요자금조달및운용,SD006
A5,조달_기타,주요자금조달및운용,SD006
A,자금조달(운용) 합계,주요자금조달및운용,SD006
B1,운용_현금 및 예금,주요자금조달및운용,SD006
B2,운용_단기여신,주요자금조달및운용,SD006
B21,운용_단기여신_기업어음할인,주요자금조달및운용,SD006
B22,운용_단기여신_무역어음할인,주요자금조달및운용,SD006
B23,운용_단기여신_팩토링,주요자금조달및운용,SD006
B3,운용_단기원화대출,주요자금조달및운용,SD006
B4,운용_단기외화대출,주요자금조달및운용,SD006
B5,운용_CMA운용자산,주요자금조달및운용,SD006
B51,운용_CMA운용자산_할인어음,주요자금조달및운용,SD006
B52,운용_CMA운용자산_유가증권,주요자금조달및운용,SD006
B53,운용_CMA운용자산_기타,주요자금조달및운용,SD006
B6,운용_중장기여신,주요자금조달및운용,SD006
B61,운용_중장기여신_리스자산,주요자금조달및운용,SD006
B62,운용_중장기여신_중장기원화대출,주요자금조달및운용,SD006
B63,운용_중장기여신_중장기외화대출,주요자금조달및운용,SD006
B7,운용_유가증권,주요자금조달및운용,SD006
B71,운용_유가증권_원화유가증권,주요자금조달및운용,SD006
B72,운용_유가증권_외화유가증권,주요자금조달및운용,SD006
B8,운용_기일경과여신 및 대지급금,주요자금조달및운용,SD006
B9,운용_유형자산,주요자금조달및운용,SD006
BA,운용_대손충당금(-),주요자금조달및운용,SD006
BB,운용_기타,주요자금조달및운용,SD006
A,영업수익,11.03월 이전,SD007
A1,이자수익,11.03월 이전,SD007
A11,이자수익_예치금이자,11.03월 이전,SD007
A13,이자수익_대출채권이자,11.03월 이전,SD007
A14,이자수익_어음관리계좌이자,11.03월 이전,SD007
A12,이자수익_유가증권이자,11.03월 이전,SD007
A15,이자수익_리스채권이자,11.03월 이전,SD007
A17,이자수익_환매조건부매수이자,11.03월 이전,SD007
A16,이자수익_기타 이자수익,11.03월 이전,SD007
A5,유가증권평가 및 처분이익,11.03월 이전,SD007
A51,유가증권평가 및 처분이익_단기매매증권관련이익,11.03월 이전,SD007
A52,유가증권평가 및 처분이익_매도가능증권처분이익,11.03월 이전,SD007
A53,유가증권평가 및 처분이익_만기보유증권처분이익,11.03월 이전,SD007
A54,유가증권평가 및 처분이익_매도가능증권손상차손환입,11.03월 이전,SD007
A55,유가증권평가 및 처분이익_만기보유증권손상차손환입,11.03월 이전,SD007
A56,유가증권평가 및 처분이익_매도가능증권상환이익,11.03월 이전,SD007
A57,유가증권평가 및 처분이익_만기보유증권상환이익,11.03월 이전,SD007
A6,대출채권평가 및 처분이익,11.03월 이전,SD007
A7,외환거래이익,11.03월 이전,SD007
A2,수수료수익,11.03월 이전,SD007
A8,신탁업무운용수익,11.03월 이전,SD007
A9,배당금수익,11.03월 이전,SD007
A3,기타영업수익,11.03월 이전,SD007
B,영업비용,11.03월 이전,SD007
B1,이자비용,11.03월 이전,SD007
B11,이자비용_예수부채이자,11.03월 이전,SD007
B12,이자비용_차입금이자,11.03월 이전,SD007
B13,이자비용_사채이자,11.03월 이전,SD007
B5,유가증권평가 및 처분손실,11.03월 이전,SD007
B51,유가증권평가 및 처분손실_단기매매증권관련손실,11.03월 이전,SD007
B52,유가증권평가 및 처분손실_매도가능증권처분손실,11.03월 이전,SD007
B53,유가증권평가 및 처분손실_만기보유증권처분손실,11.03월 이전,SD007
B54,유가증권평가 및 처분손실_매도가능증권손상차손,11.03월 이전,SD007
B55,유가증권평가 및 처분손실_만기보유증권손상차손,11.03월 이전,SD007
B56,유가증권평가 및 처분손실_매도가능증권상환손실,11.03월 이전,SD007
B57,유가증권평가 및 처분손실_만기보유증권상환손실,11.03월 이전,SD007
B6,대출채권평가 및 처분손실,11.03월 이전,SD007
B7,외환거래손실,11.03월 이전,SD007
B2,수수료비용,11.03월 이전,SD007
B8,신탁업무운용손실,11.03월 이전,SD007
B4,판매비와관리비,11.03월 이전,SD007
B46,판매비와관리비_인건비,11.03월 이전,SD007
B47,판매비와관리비_경비,11.03월 이전,SD007
B48,판매비와관리비_유형자산감가상각비,11.03월 이전,SD007
B49,판매비와관리비_무형자산상각비,11.03월 이전,SD007
B3,기타영업비용,11.03월 이전,SD007
C,영업이익,11.03월 이전,SD007
D,영업외수익,11.03월 이전,SD007
E,영업외비용,11.03월 이전,SD007
